title;author;publisher;isbn;barcode;category;year;language;pages;shelf;copies;status;keywords;description
Üçü Birden;B. Rahmi Eyüpoğlu;;;EBS-KTP-0350;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Çınar Vardı;Bahattin Özkişi;;;EBS-KTP-0351;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Göç Zamanı;Bahattin Özkişi;;;EBS-KTP-0352;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Köse Kadı;Bahattin Özkişi;;;EBS-KTP-0353;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sokakta;Bahattin Özkişi;;;EBS-KTP-0354;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Uçtaki Adam;Bahattin Özkişi;;;EBS-KTP-0355;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Arada;Behçet Necatigil;;;EBS-KTP-0356;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Beyler;Behçet Necatigil;;;EBS-KTP-0357;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bile / Yazdı;Behçet Necatigil;;;EBS-KTP-0358;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dar Çağ;Behçet Necatigil;;;EBS-KTP-0359;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Divançe;Behçet Necatigil;;;EBS-KTP-0360;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Edebiyatımızda Eserler Sözlüğü;Behçet Necatigil;;;EBS-KTP-0361;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Edebiyatımızda İsimler Sözlüğü;Behçet Necatigil;;;EBS-KTP-0362;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
En/Cam;Behçet Necatigil;;;EBS-KTP-0363;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gece Aşevi;Behçet Necatigil;;;EBS-KTP-0364;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İki Başına Yürümek;Behçet Necatigil;;;EBS-KTP-0365;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kapalı Çarşı;Behçet Necatigil;;;EBS-KTP-0366;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kareler Aklar;Behçet Necatigil;;;EBS-KTP-0367;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Pencere;Behçet Necatigil;;;EBS-KTP-0368;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sevgilerde;Behçet Necatigil;;;EBS-KTP-0369;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Söyleriz;Behçet Necatigil;;;EBS-KTP-0370;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yaz Dönemi;Behçet Necatigil;;;EBS-KTP-0371;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yıldızlara Bakmak;Behçet Necatigil;;;EBS-KTP-0372;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Zebra;Behçet Necatigil;;;EBS-KTP-0373;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çevre;Behçet Necatigil;;;EBS-KTP-0374;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Üç Turunçlar;Behçet Necatigil;;;EBS-KTP-0375;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Acılı Çocuklar;Bekir Yıldız;;;EBS-KTP-0376;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Alman Ekmeği;Bekir Yıldız;;;EBS-KTP-0377;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Beyaz Türkü;Bekir Yıldız;;;EBS-KTP-0378;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Demir Belek;Bekir Yıldız;;;EBS-KTP-0379;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dünyadan Bir Atlı Geçti;Bekir Yıldız;;;EBS-KTP-0380;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Evlilik Şirketi;Bekir Yıldız;;;EBS-KTP-0381;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Güneydoğu Zindanı;Bekir Yıldız;;;EBS-KTP-0382;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Halkalı Köle;Bekir Yıldız;;;EBS-KTP-0383;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Harran;Bekir Yıldız;;;EBS-KTP-0384;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İnsan Posası;Bekir Yıldız;;;EBS-KTP-0385;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kara Vagon;Bekir Yıldız;;;EBS-KTP-0386;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kaçakçı Şahan;Bekir Yıldız;;;EBS-KTP-0387;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Olumsuz Kavak;Bekir Yıldız;;;EBS-KTP-0388;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Reşo Ağa;Bekir Yıldız;;;EBS-KTP-0389;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sahipsizler;Bekir Yıldız;;;EBS-KTP-0390;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Türkler Almanya’da;Bekir Yıldız;;;EBS-KTP-0391;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Üç Vatandaş;Bekir Yıldız;;;EBS-KTP-0392;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Atatürk Ve Kurtuluş Savaşı;C. Atıf Kansu;;;EBS-KTP-0393;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Atatürkçü Olmak;C. Atıf Kansu;;;EBS-KTP-0394;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Balım Kız Dalım Oğlum;C. Atıf Kansu;;;EBS-KTP-0395;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bağbozumu Sofrası;C. Atıf Kansu;;;EBS-KTP-0396;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bağımsızlık Gülü;C. Atıf Kansu;;;EBS-KTP-0397;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Çocuk Bahçesinde;C. Atıf Kansu;;;EBS-KTP-0398;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Buğday;C. Atıf Kansu;;;EBS-KTP-0399;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Cumhuriyet Ağacı;C. Atıf Kansu;;;EBS-KTP-0400;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Devrimcinin Takvimi;C. Atıf Kansu;;;EBS-KTP-0401;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gül Ve Gökyüzü;C. Atıf Kansu;;;EBS-KTP-0402;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Halk Öneri Atatürk;C. Atıf Kansu;;;EBS-KTP-0403;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Haziran Defteri;C. Atıf Kansu;;;EBS-KTP-0404;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kadın;C. Atıf Kansu;;;EBS-KTP-0405;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Köy Öğretmenine Mektuplar;C. Atıf Kansu;;;EBS-KTP-0406;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sakarya Meydan Savaşı;C. Atıf Kansu;;;EBS-KTP-0407;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sevgi Elması;C. Atıf Kansu;;;EBS-KTP-0408;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ya Bağımsızlık Ya Ölüm;C. Atıf Kansu;;;EBS-KTP-0409;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yanık Hava;C. Atıf Kansu;;;EBS-KTP-0410;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yurdumdan;C. Atıf Kansu;;;EBS-KTP-0411;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Bakıma;C. Kudret Solok;;;EBS-KTP-0412;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Birinci Perde;C. Kudret Solok;;;EBS-KTP-0413;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Danyal Ve Sara;C. Kudret Solok;;;EBS-KTP-0414;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Dilleri Var Bizim Dillere Benzemez;C. Kudret Solok;;;EBS-KTP-0415;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Havada Bulut Yok;C. Kudret Solok;;;EBS-KTP-0416;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Karıncayı Tanırsınız;C. Kudret Solok;;;EBS-KTP-0417;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kurtlar;C. Kudret Solok;;;EBS-KTP-0418;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ortaoyuu;C. Kudret Solok;;;EBS-KTP-0419;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Rüya İçinde Rüya;C. Kudret Solok;;;EBS-KTP-0420;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sokak;C. Kudret Solok;;;EBS-KTP-0421;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sınıf Arkadaşları;C. Kudret Solok;;;EBS-KTP-0422;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Tersine Akan Nehir;C. Kudret Solok;;;EBS-KTP-0423;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Düşten Güzel;C. Sıtkı Tarancı;;;EBS-KTP-0424;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Otuz Beş Yaş;C. Sıtkı Tarancı;;;EBS-KTP-0425;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ziyaya Mektuplar;C. Sıtkı Tarancı;;;EBS-KTP-0426;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ömrümde Sükut;C. Sıtkı Tarancı;;;EBS-KTP-0427;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yürek Dede İle Padişah;C. Zarifoğlu;;;EBS-KTP-0428;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Aganta Burina Burinata;C. Şakir Kabaağaçlı;;;EBS-KTP-0429;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Altıncı Kıta Akdeniz;C. Şakir Kabaağaçlı;;;EBS-KTP-0430;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Anadolu Efsaneleri;C. Şakir Kabaağaçlı;;;EBS-KTP-0431;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Anadolu Tanrıları;C. Şakir Kabaağaçlı;;;EBS-KTP-0432;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Anadolu’nun Sesi;C. Şakir Kabaağaçlı;;;EBS-KTP-0433;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Deniz Gurbetçileri;C. Şakir Kabaağaçlı;;;EBS-KTP-0434;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Denizin Çağrısı;C. Şakir Kabaağaçlı;;;EBS-KTP-0435;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Düşün Yazıları;C. Şakir Kabaağaçlı;;;EBS-KTP-0436;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ege Kıyılarında;C. Şakir Kabaağaçlı;;;EBS-KTP-0437;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ege’den Denize Bırakılmış Bir Çiçek;C. Şakir Kabaağaçlı;;;EBS-KTP-0438;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ege’den;C. Şakir Kabaağaçlı;;;EBS-KTP-0439;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ege’nin Dibi;C. Şakir Kabaağaçlı;;;EBS-KTP-0440;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gençlik Denizinde;C. Şakir Kabaağaçlı;;;EBS-KTP-0441;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gülen Ada;C. Şakir Kabaağaçlı;;;EBS-KTP-0442;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hey Koca Yurt;C. Şakir Kabaağaçlı;;;EBS-KTP-0443;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Mavi Sürgün;C. Şakir Kabaağaçlı;;;EBS-KTP-0444;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Merhaba Akdeniz;C. Şakir Kabaağaçlı;;;EBS-KTP-0445;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Merhaba Anadolu;C. Şakir Kabaağaçlı;;;EBS-KTP-0446;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Parmak Damgası;C. Şakir Kabaağaçlı;;;EBS-KTP-0447;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sonsuzluk Sessiz Büyür;C. Şakir Kabaağaçlı;;;EBS-KTP-0448;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Uluç Reis;C. Şakir Kabaağaçlı;;;EBS-KTP-0449;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yaşasın Deniz;C. Şakir Kabaağaçlı;;;EBS-KTP-0450;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yol Ver Deniz;C. Şakir Kabaağaçlı;;;EBS-KTP-0451;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Çiçeklerin Düğümü;C. Şakir Kabaağaçlı;;;EBS-KTP-0452;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ötelerin Çocuğu;C. Şakir Kabaağaçlı;;;EBS-KTP-0453;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Adamın Biri;Cahit Külebi;;;EBS-KTP-0454;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Atatürk Kurtuluş Savaşı’nda;Cahit Külebi;;;EBS-KTP-0455;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Güz Türküleri;Cahit Külebi;;;EBS-KTP-0456;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İçi Sevda Dolu Yolculuk;Cahit Külebi;;;EBS-KTP-0457;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Rüzgar;Cahit Külebi;;;EBS-KTP-0458;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Süt;Cahit Külebi;;;EBS-KTP-0459;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sıkıntı Ve Umut;Cahit Külebi;;;EBS-KTP-0460;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Türk Mavisi;Cahit Külebi;;;EBS-KTP-0461;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yangın;Cahit Külebi;;;EBS-KTP-0462;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yeşeren Otlar;Cahit Külebi;;;EBS-KTP-0463;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Şiir Her Zaman;Cahit Külebi;;;EBS-KTP-0464;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Şiirler;Cahit Külebi;;;EBS-KTP-0465;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Altın Papuçlar;Cahit Uçuk;;;EBS-KTP-0466;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bileziklerin Sesi;Cahit Uçuk;;;EBS-KTP-0467;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir İmparatorluk Çökerken;Cahit Uçuk;;;EBS-KTP-0468;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Cennet Bahçesi;Cahit Uçuk;;;EBS-KTP-0469;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Değirmentaşı;Cahit Uçuk;;;EBS-KTP-0470;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Değişen Sensin;Cahit Uçuk;;;EBS-KTP-0471;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Erkekler Dünyasında Bir Kadıın Yazar;Cahit Uçuk;;;EBS-KTP-0472;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Gök Korsan;Cahit Uçuk;;;EBS-KTP-0473;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Güneş Kokusu;Cahit Uçuk;;;EBS-KTP-0474;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hep Yarın;Cahit Uçuk;;;EBS-KTP-0475;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kanlı Düğün;Cahit Uçuk;;;EBS-KTP-0476;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kirazlı Pınar;Cahit Uçuk;;;EBS-KTP-0477;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kurtların Saygısı;Cahit Uçuk;;;EBS-KTP-0478;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Küçük Ev;Cahit Uçuk;;;EBS-KTP-0479;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Siyah Dantelli Şemsiye;Cahit Uçuk;;;EBS-KTP-0480;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sürü Çıngırakları;Cahit Uçuk;;;EBS-KTP-0481;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Uçan Su;Cahit Uçuk;;;EBS-KTP-0482;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yaşamak İstiyoruz;Cahit Uçuk;;;EBS-KTP-0483;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Ağaçkakanlar;Cahit Zarifoğlu;;;EBS-KTP-0484;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İns;Cahit Zarifoğlu;;;EBS-KTP-0485;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İşaret Çocukları;Cahit Zarifoğlu;;;EBS-KTP-0486;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Katıraslan;Cahit Zarifoğlu;;;EBS-KTP-0487;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Menziller;Cahit Zarifoğlu;;;EBS-KTP-0488;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Savaş Ritmleri;Cahit Zarifoğlu;;;EBS-KTP-0489;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Serçekuş;Cahit Zarifoğlu;;;EBS-KTP-0490;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yaşamak;Cahit Zarifoğlu;;;EBS-KTP-0491;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Yedi Güzel Adam;Cahit Zarifoğlu;;;EBS-KTP-0492;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Beni Öp Sonra Doğur Beni;Cemal Süreya;;;EBS-KTP-0493;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Folklor Şiire Düşman;Cemal Süreya;;;EBS-KTP-0494;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Göçebe;Cemal Süreya;;;EBS-KTP-0495;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Günübirlik;Cemal Süreya;;;EBS-KTP-0496;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Güvercin Curnatası;Cemal Süreya;;;EBS-KTP-0497;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Güz Bitiği;Cemal Süreya;;;EBS-KTP-0498;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Mülkiyeli Şairler;Cemal Süreya;;;EBS-KTP-0499;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
On Üç Günün Mektupları;Cemal Süreya;;;EBS-KTP-0500;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Paçal;Cemal Süreya;;;EBS-KTP-0501;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sevda Sözleri;Cemal Süreya;;;EBS-KTP-0502;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Sıcak Nal;Cemal Süreya;;;EBS-KTP-0503;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Toplu Yazılar;Cemal Süreya;;;EBS-KTP-0504;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Üstü Kalsın;Cemal Süreya;;;EBS-KTP-0505;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Üvercinka;Cemal Süreya;;;EBS-KTP-0506;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Şapkam Dolu Çiçekle;Cemal Süreya;;;EBS-KTP-0507;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Dünyanın Eşiğinde;Cemil Meriç;;;EBS-KTP-0508;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bir Facianın Hikayesi;Cemil Meriç;;;EBS-KTP-0509;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Bu Ülke;Cemil Meriç;;;EBS-KTP-0510;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hin Edebiyatı;Cemil Meriç;;;EBS-KTP-0511;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Hint Edebiyatı;Cemil Meriç;;;EBS-KTP-0512;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Işık Doğudan Gelir;Cemil Meriç;;;EBS-KTP-0513;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İlk Sosyalist;Cemil Meriç;;;EBS-KTP-0514;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
İlk Sosyolog;Cemil Meriç;;;EBS-KTP-0515;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kültürden İrfana;Cemil Meriç;;;EBS-KTP-0516;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Kırk Ambar;Cemil Meriç;;;EBS-KTP-0517;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Mağaradakiler;Cemil Meriç;;;EBS-KTP-0518;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Saint Simon;Cemil Meriç;;;EBS-KTP-0519;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Umrandan Uygarlığa;Cemil Meriç;;;EBS-KTP-0520;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Güneşin Ölümü;E. Behiç Koryürek;;;EBS-KTP-0521;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Varidat-ı Süleyman;E. Behiç Koryürek;;;EBS-KTP-0522;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
Akıl Kutusu;E. Cem Günay;;;EBS-KTP-0523;Türk Edebiyatı / Cumhuriyet Dönemi;0;Türkçe;0;;1;Aktif;;
